Rk,Date,Tm,Opp,Rslt,IP,H,R,ER,BB,SO,HR,UER,Pit,Str,IR,IS,BF,AB,2B,3B,IBB,HBP,SH,SF,GDP,SB,CS,PO,BK,WP,ERA,WPA,RE24,aLI,#,Attendance,GmLen
39,2015-06-23,CHC,LAD,W 1-0,10.0,3,0,0,3,8,0,0,132,82,2,0,36,32,1,1,0,0,1,0,0,0,0,0,0,0,0.00,0.788,4.608,1.506,4,36799,190
40,2015-05-02,WSN,NYM,W 1-0,9.0,6,0,0,2,10,0,0,137,92,0,0,33,31,1,0,0,0,0,0,0,0,0,0,0,1,0.00,0.787,3.976,1.442,4,39730,151
41,2015-04-15,DET,PIT,W 1-0,9.0,2,0,0,0,3,0,0,118,73,0,0,29,28,0,0,0,1,0,0,0,0,1,0,0,0,0.00,0.782,4.147,1.184,2,19509,172
42,2015-07-31,NYM,WSN,W 2-1,12.0,5,1,1,2,16,0,0,193,129,4,0,44,41,1,0,0,1,0,0,0,0,0,0,0,0,0.75,0.776,4.303,1.696,5,36164,239
43,2015-08-11,CLE,NYY,W 5-4,16.0,8,4,4,3,16,2,0,212,137,2,0,57,54,1,0,0,0,0,0,0,0,1,0,0,0,2.25,0.770,4.253,1.805,8,23618,304
44,2015-08-05,STL,CIN,W 4-3,13.0,7,3,1,6,13,0,2,203,122,1,0,53,46,3,0,0,1,0,0,1,1,0,0,0,0,0.69,0.767,3.049,1.477,7,34700,254
45,2015-06-30,CHC,NYM,W 1-0,9.0,3,0,0,1,9,0,0,128,76,0,0,31,30,1,0,0,0,0,0,0,0,0,0,0,0,0.00,0.764,3.977,1.196,4,27084,142
46,2015-05-01,BAL,TBR,L 0-2,9.0,4,2,2,2,9,0,0,120,81,0,0,32,30,1,0,0,0,0,0,1,0,1,0,0,0,2.00,0.763,2.248,1.004,3,9945,139
47,2015-08-07,TOR,NYY,W 2-1,10.0,8,1,1,2,4,1,0,135,91,0,0,37,35,0,0,0,0,0,0,3,0,0,0,0,1,0.90,0.757,3.821,1.340,4,42839,182
48,2015-05-02,STL,PIT,W 2-1,11.0,12,1,1,5,7,0,0,179,116,2,0,52,44,3,0,3,1,2,0,0,1,0,0,0,1,0.82,0.755,4.169,1.736,7,45095,207
49,2015-09-09,MIN,KCR,W 3-2,12.0,8,2,2,2,6,1,0,185,113,4,0,46,41,0,1,0,2,0,1,2,5,0,0,0,0,1.50,0.754,4.012,2.002,7,32286,243
50,2015-07-10,CHW,CHC,W 1-0,9.0,3,0,0,7,12,0,0,152,87,0,0,32,25,0,0,0,0,0,0,3,0,1,0,0,0,0.00,0.749,4.148,1.593,4,41580,160
51,2015-05-10,KCR,DET,W 2-1,10.0,5,1,0,6,5,0,1,170,103,0,0,41,35,1,0,0,0,0,0,1,1,0,0,0,1,0.00,0.741,3.767,2.298,6,29852,203
52,2015-05-01,MIN,CHW,W 1-0,9.0,6,0,0,1,5,0,0,111,67,0,0,35,33,1,0,0,1,0,0,2,0,0,0,0,0,0.00,0.738,4.510,1.702,2,22794,152
53,2015-06-02,BOS,MIN,W 1-0,9.0,3,0,0,3,9,0,0,110,76,0,0,32,29,0,0,0,0,0,0,1,1,0,0,0,0,0.00,0.737,4.642,1.216,2,32622,141
54,2015-06-09,KCR,MIN,W 2-0,9.0,1,0,0,4,5,0,0,118,72,2,0,31,27,0,1,0,0,0,0,0,1,1,0,0,0,0.00,0.734,4.510,1.335,5,22497,170
55,2015-05-02,TBR,BAL,L 0-4,8.0,7,4,4,4,6,1,0,147,93,0,0,34,30,1,0,0,0,0,0,0,0,0,0,0,0,4.50,0.727,-0.224,.808,3,12789,153
56,2015-06-09,BAL,BOS,W 1-0,9.0,5,0,0,4,6,0,0,159,105,3,0,36,31,2,0,0,1,0,0,1,0,0,0,0,0,0.00,0.726,4.510,1.637,4,28460,188
57,2015-06-02,STL,MIL,W 1-0,9.0,7,0,0,1,5,0,0,136,94,1,0,33,31,0,0,0,0,1,0,1,0,0,1,0,0,0.00,0.723,4.229,1.764,3,42835,147
58,2015-08-21,TBR,OAK,W 2-1,9.0,9,1,1,0,6,0,0,156,108,3,0,37,37,0,0,0,0,0,0,0,1,0,0,0,1,1.00,0.720,3.380,2.133,4,20671,172
59,2015-07-03,CHW,BAL,W 1-0,9.0,5,0,0,2,9,0,0,126,87,0,0,33,31,0,0,0,0,0,0,2,0,0,0,0,1,0.00,0.719,4.197,1.629,3,27384,143
60,2015-05-05,MIA,WSN,W 2-1,9.0,3,1,1,6,9,0,0,147,87,3,0,36,30,1,0,0,0,0,0,1,0,0,0,0,0,1.00,0.719,3.359,2.292,5,25332,187
61,2015-05-20,TEX,BOS,W 2-1,9.0,9,1,1,3,6,1,0,162,105,5,0,40,37,2,0,2,0,0,0,0,0,0,0,0,1,1.00,0.718,3.641,2.117,5,35726,193
62,2015-07-02,MIN,KCR,W 2-0,9.0,4,0,0,4,8,0,0,125,78,0,0,34,30,0,0,0,0,0,0,1,1,0,0,0,0,0.00,0.717,4.510,1.651,2,37196,174
63,2015-06-13,LAA,OAK,W 1-0,9.0,2,0,0,4,10,0,0,134,82,0,0,32,28,1,0,0,0,0,0,1,0,0,0,0,0,0.00,0.716,4.116,1.499,3,43548,147
64,2015-05-01,CHC,MIL,W 1-0,9.0,4,0,0,1,8,0,0,118,76,0,0,33,30,1,0,0,1,1,0,0,1,0,0,0,0,0.00,0.716,4.148,1.342,3,31128,159
65,2015-06-05,TBR,SEA,W 1-0,9.0,7,0,0,3,8,0,0,146,98,2,0,36,33,0,1,0,0,0,0,1,0,0,0,0,0,0.00,0.714,4.116,1.839,4,20695,175
66,2015-05-20,MIN,PIT,W 4-3,13.0,10,3,3,4,8,1,0,189,117,4,1,51,46,2,0,1,1,0,0,0,0,1,0,0,1,2.08,0.708,2.991,1.904,8,21718,236
67,2015-06-30,PIT,DET,W 5-4,14.0,17,4,4,1,16,1,0,233,152,1,0,58,56,3,0,1,1,0,0,2,1,0,0,0,1,2.57,0.707,2.672,2.063,7,33899,330
68,2015-07-04,PIT,CLE,W 1-0,9.0,3,0,0,1,7,0,0,108,71,0,0,30,28,0,0,0,1,0,0,2,0,0,0,0,0,0.00,0.704,4.147,1.311,2,37928,126
69,2015-07-19,SFG,ARI,W 2-1,9.0,9,1,1,1,4,0,0,141,91,0,0,37,36,1,0,0,0,0,0,0,1,0,0,0,0,1.00,0.703,3.319,1.926,5,27173,185
70,2015-05-17,LAD,COL,W 1-0,9.0,3,0,0,2,11,0,0,125,84,0,0,32,29,0,0,0,1,0,0,0,0,1,0,0,0,0.00,0.703,4.015,1.343,4,44990,160
71,2015-05-13,LAA,COL,W 2-1,11.0,10,1,1,0,14,0,0,174,115,0,0,42,42,1,0,0,0,0,0,0,0,0,0,0,2,0.82,0.703,4.029,1.316,6,30129,198
72,2015-08-19,LAA,CHW,W 1-0,9.0,7,0,0,1,6,0,0,128,81,1,0,33,31,1,0,0,0,1,0,1,1,1,0,0,0,0.00,0.702,4.116,1.646,3,35036,176
73,2015-08-12,CHW,LAA,W 3-2,13.0,11,2,2,6,8,0,0,201,127,1,0,55,48,1,0,1,0,1,0,0,3,0,0,0,0,1.38,0.698,4.063,2.305,7,17171,284
74,2015-05-18,OAK,HOU,W 2-1,9.0,2,1,1,6,8,0,0,136,84,2,0,35,25,0,0,0,1,2,1,2,1,0,0,0,0,1.00,0.698,3.379,1.625,4,21724,195
75,2015-06-21,CLE,TBR,W 1-0,9.0,7,0,0,2,6,0,0,125,78,1,0,35,33,1,0,1,0,0,0,1,1,0,0,0,0,0.00,0.697,4.641,1.678,3,20847,156
76,2015-09-24,MIA,PHI,W 1-0,9.0,5,0,0,2,5,0,0,130,79,0,0,33,30,1,0,0,1,0,0,0,1,1,0,0,0,0.00,0.693,4.106,1.538,6,17083,154
77,2015-07-24,MIL,ARI,W 2-1,9.0,8,1,1,3,7,0,0,130,85,1,0,35,31,1,1,1,0,0,1,3,2,0,0,0,1,1.00,0.693,3.319,1.548,4,29956,176
78,2015-06-25,CIN,PIT,W 5-4,13.0,11,4,1,6,6,0,3,193,117,0,0,55,47,2,0,1,0,2,0,2,0,0,0,0,0,0.69,0.693,1.992,1.847,7,35015,281
79,2015-08-15,PIT,NYM,W 5-3,14.0,7,3,2,3,16,2,1,190,124,0,0,52,48,1,0,0,1,0,0,2,1,0,0,0,0,1.29,0.692,3.186,1.374,7,38878,242
80,2015-06-14,CHC,CIN,W 2-1,11.0,7,1,1,4,7,0,0,172,106,3,0,43,39,4,0,1,0,0,0,0,5,0,0,0,0,0.82,0.691,4.070,1.892,6,33201,234
81,2015-05-31,CHC,KCR,W 2-1,11.0,4,1,1,5,11,0,0,192,127,5,1,42,37,1,0,0,0,0,0,0,0,0,0,0,0,0.82,0.691,4.068,1.357,8,37766,219
82,2015-07-25,STL,ATL,W 1-0,9.0,7,0,0,1,6,0,0,102,66,0,0,31,30,0,0,1,0,0,0,4,0,0,0,0,1,0.00,0.690,4.227,1.536,3,45862,133
83,2015-08-27,LAA,DET,W 2-0,9.0,2,0,0,1,8,0,0,119,72,0,0,28,27,0,1,0,0,0,0,0,0,1,0,0,0,0.00,0.689,4.289,1.237,3,36198,159
84,2015-07-07,TOR,CHW,W 2-1,9.0,7,1,1,1,8,0,0,125,84,1,0,36,33,1,0,0,1,1,0,1,1,0,0,0,1,1.00,0.689,3.197,1.749,4,17028,153
85,2015-09-19,BAL,TBR,W 2-1,9.0,6,1,1,0,9,0,0,122,83,0,0,33,31,2,0,0,2,0,0,1,0,1,0,0,1,1.00,0.685,3.248,1.708,3,17053,149
86,2015-06-21,ATL,NYM,W 1-0,9.0,4,0,0,2,6,0,0,103,65,1,0,31,29,1,0,0,0,0,0,2,0,0,0,0,0,0.00,0.683,3.977,1.623,4,30268,146
87,2015-09-16,CHC,PIT,W 3-2,12.0,8,2,1,1,7,0,1,173,116,0,0,41,40,0,0,0,0,0,0,3,2,0,0,0,0,0.75,0.682,3.530,1.842,4,31945,257
88,2015-04-13,TBR,TOR,W 2-1,9.0,2,1,1,4,4,0,0,122,73,0,0,32,28,1,0,0,0,0,0,0,0,1,0,0,1,1.00,0.680,3.339,1.361,2,48414,150
89,2015-07-30,HOU,LAA,W 3-0,9.0,3,0,0,3,7,0,0,129,83,2,0,33,29,0,0,0,0,1,0,0,0,0,0,0,1,0.00,0.678,4.379,1.442,3,27598,182
90,2015-06-12,PHI,PIT,L 0-1,12.2,13,1,1,5,12,0,0,212,131,2,0,56,49,1,0,2,0,2,0,1,0,0,0,0,0,0.71,0.677,4.778,2.030,7,33749,274
91,2015-08-24,NYY,HOU,W 1-0,9.0,5,0,0,3,9,0,0,126,81,0,0,35,31,0,0,0,0,1,0,0,0,1,0,0,0,0.00,0.674,4.339,1.506,2,37125,167
92,2015-07-03,MIA,CHC,W 2-1,9.0,6,1,1,2,7,0,0,132,82,0,0,36,33,1,0,0,1,0,0,0,1,0,0,0,0,1.00,0.674,3.148,1.724,4,41212,170
93,2015-05-25,WSN,CHC,W 2-1,9.0,5,1,1,1,8,1,0,122,80,0,0,32,30,1,0,0,1,0,0,1,0,1,0,0,0,1.00,0.673,3.148,1.495,5,38463,159
94,2015-05-26,SDP,LAA,W 4-0,10.0,5,0,0,2,9,0,0,162,100,0,0,37,34,0,0,0,1,0,0,1,1,0,0,0,2,0.00,0.672,4.572,1.064,6,32334,204
95,2015-08-02,OAK,CLE,W 2-1,10.0,6,1,1,5,11,0,0,142,90,0,0,38,32,0,0,0,0,0,1,3,0,0,0,0,2,0.90,0.671,3.866,1.621,5,21498,194
96,2015-04-28,SEA,TEX,W 2-1,9.0,7,1,1,1,11,0,0,119,81,3,0,35,34,2,0,0,0,0,0,0,0,0,0,0,0,1.00,0.671,3.601,1.469,6,23714,163
97,2015-06-04,CHC,WSN,W 2-1,9.0,8,1,1,3,9,0,0,147,88,4,0,37,32,2,0,0,2,0,0,0,1,2,0,0,0,1.00,0.670,3.358,2.247,6,35465,196
98,2015-04-28,SFG,LAD,W 2-1,9.0,5,1,1,1,10,0,0,120,80,0,0,33,32,1,0,0,0,0,0,1,0,0,0,0,0,1.00,0.670,3.016,1.555,2,50161,170
99,2015-10-04,NYM,WSN,W 1-0,9.0,2,0,0,2,14,0,0,144,98,1,0,31,29,1,0,0,0,0,0,0,1,0,0,0,0,0.00,0.669,3.977,1.146,7,41631,154
100,2015-05-23,BAL,MIA,L 0-1,12.2,7,1,1,5,10,0,0,178,109,0,0,49,43,0,0,3,1,0,0,0,1,0,0,0,0,0.71,0.669,4.194,1.926,5,21356,231
101,2015-05-13,BOS,OAK,W 2-0,9.0,5,0,0,5,4,0,0,123,78,0,0,36,31,1,1,0,0,0,0,1,0,0,0,0,1,0.00,0.667,4.380,1.578,3,22389,153
102,2015-09-19 (1),LAA,MIN,W 4-3,12.0,7,3,3,3,14,1,0,189,124,1,1,45,41,1,1,1,0,1,0,1,0,0,0,0,0,2.25,0.665,3.012,1.884,6,22878,255
103,2015-04-14,DET,PIT,W 2-0,9.0,3,0,0,0,3,0,0,91,63,0,0,29,29,0,0,0,0,0,0,1,0,0,0,0,0,0.00,0.664,4.147,1.025,2,31755,170
104,2015-04-24,PHI,ATL,W 1-0,9.0,2,0,0,2,6,0,0,117,71,0,0,28,26,1,0,0,0,0,0,3,0,0,0,0,0,0.00,0.662,4.187,1.185,2,21164,154
105,2015-07-18,BAL,DET,W 3-0,9.0,1,0,0,1,10,0,0,119,79,0,0,29,28,0,0,0,0,0,0,0,0,0,0,0,1,0.00,0.661,4.289,1.123,2,40033,177
106,2015-05-05,OAK,MIN,W 2-1,9.0,5,1,0,1,9,0,1,117,75,4,1,33,32,0,0,0,0,0,0,0,0,1,0,0,0,0.00,0.661,3.510,1.731,3,18135,163
107,2015-04-23,COL,SDP,W 2-1,9.0,7,1,1,3,7,0,0,143,81,2,0,34,31,1,0,0,0,0,0,1,0,2,1,0,0,1.00,0.661,3.994,1.502,4,31676,173
108,2015-07-05,PHI,ATL,W 4-0,10.0,7,0,0,1,10,0,0,149,92,0,0,37,35,1,0,0,1,0,0,1,1,0,0,0,0,0.00,0.660,4.419,1.371,4,18763,193
109,2015-04-10,SDP,SFG,W 1-0,9.0,5,0,0,3,7,0,0,108,70,0,0,30,27,0,0,0,0,0,0,3,0,0,1,0,0,0.00,0.660,3.897,1.495,3,40015,151
110,2015-07-26,CHW,CLE,W 2-1,9.0,6,1,1,1,13,0,0,147,97,2,0,34,32,1,1,0,1,0,0,1,0,0,0,0,0,1.00,0.659,3.641,1.497,4,17751,172
111,2015-07-12,SDP,TEX,W 2-1,9.0,7,1,1,3,8,0,0,154,101,3,0,35,32,2,0,0,0,0,0,1,0,1,0,0,0,1.00,0.659,3.600,1.640,4,32428,193
112,2015-06-02,CLE,KCR,W 2-1,9.0,5,1,1,2,12,0,0,134,95,0,0,34,32,1,0,0,0,0,0,0,0,0,0,0,1,1.00,0.659,3.509,1.355,5,30361,196
113,2015-04-08,CLE,HOU,W 2-0,9.0,4,0,0,3,13,0,0,120,81,2,0,33,30,1,0,0,0,0,0,1,1,0,0,0,0,0.00,0.658,4.381,1.334,5,23078,160
114,2015-07-17,LAA,BOS,W 1-0,9.0,5,0,0,3,5,0,0,121,78,0,0,34,31,1,0,0,0,0,0,1,0,0,0,0,1,0.00,0.657,4.116,1.276,2,43234,144
115,2015-06-04,TBR,SEA,W 2-1,9.0,10,1,1,2,9,0,0,131,85,1,0,38,35,2,0,0,0,1,0,0,0,0,1,0,0,1.00,0.657,3.116,1.975,5,16096,162
116,2015-05-03,ARI,LAD,L 0-1,12.0,6,1,1,2,15,1,0,191,124,2,0,44,41,2,0,0,1,0,0,1,0,0,0,0,1,0.75,0.655,4.354,1.460,6,48136,242
117,2015-04-06,ATL,MIA,W 2-1,9.0,8,1,1,1,7,0,0,131,85,5,0,32,31,1,0,0,0,0,0,2,0,1,0,0,0,1.00,0.655,3.107,1.616,4,36969,156
118,2015-05-05,BOS,TBR,W 2-0,9.0,8,0,0,0,6,0,0,127,83,0,0,34,34,0,0,0,0,0,0,0,1,0,0,0,1,0.00,0.654,4.642,1.220,3,33688,146
119,2015-05-26,MIN,BOS,W 2-1,9.0,7,1,1,2,4,0,0,139,93,2,0,34,32,1,0,0,0,0,0,2,0,0,0,0,1,1.00,0.652,3.510,1.546,3,23268,156
120,2015-04-17,MIN,CLE,W 3-2,11.0,8,2,2,5,10,1,0,175,109,1,0,45,40,1,0,1,0,0,0,0,1,0,0,0,1,1.64,0.651,3.511,1.570,6,21307,218
121,2015-08-05,BOS,NYY,W 2-1,9.0,5,1,1,3,9,1,0,129,84,0,0,34,31,0,0,0,0,0,0,1,0,0,0,0,1,1.00,0.650,3.339,1.811,2,47489,171
122,2015-06-18,LAD,TEX,W 1-0,9.0,4,0,0,0,13,0,0,123,81,0,0,31,30,0,0,0,1,0,0,0,0,0,0,0,0,0.00,0.649,4.015,1.259,3,46977,175
123,2015-08-19,HOU,TBR,W 3-2,13.0,10,2,2,1,14,0,0,181,119,2,0,48,46,2,1,0,0,0,1,1,1,0,0,0,0,1.38,0.647,4.327,1.542,7,26001,244
124,2015-09-13,TBR,BOS,L 0-2,13.0,14,2,2,2,19,0,0,191,133,5,2,51,49,1,0,0,0,0,0,2,3,2,2,0,0,1.38,0.646,4.136,1.828,7,15402,245
125,2015-06-30,COL,OAK,W 2-1,9.0,6,1,1,4,6,0,0,134,81,0,0,35,31,2,0,1,0,0,0,2,1,0,0,0,1,1.00,0.646,3.380,1.658,3,19206,176
126,2015-06-07,MIA,COL,W 3-2,10.0,5,2,2,4,9,1,0,164,97,0,0,39,32,1,0,0,2,0,1,2,1,0,0,0,0,1.80,0.646,3.549,1.830,5,35139,185
127,2015-09-04,COL,SFG,W 2-1,9.0,8,1,1,0,7,0,0,129,86,1,0,33,31,1,0,0,1,1,0,2,0,0,0,0,0,1.00,0.645,3.994,1.615,4,29196,172
128,2015-07-05,SEA,OAK,W 2-1,9.0,8,1,1,2,5,1,0,133,94,2,0,34,32,1,0,0,0,0,0,3,0,0,0,0,0,1.00,0.644,3.380,1.557,4,22163,167
129,2015-09-15,KCR,CLE,W 2-0,9.0,6,0,0,3,4,0,0,135,79,2,0,36,33,1,0,0,0,0,0,0,0,0,0,0,1,0.00,0.641,4.642,1.694,4,10516,154
130,2015-06-09,TEX,OAK,W 2-1,9.0,5,1,1,4,6,0,0,164,98,3,0,37,32,2,0,0,1,0,0,1,0,0,0,0,2,1.00,0.641,3.381,1.785,5,14617,180
131,2015-07-02,TEX,BAL,W 2-0,9.0,3,0,0,3,4,0,0,126,69,1,0,31,28,0,0,0,0,0,0,1,0,0,1,0,0,0.00,0.640,4.510,1.216,4,31915,175
132,2015-09-15 (2),CHC,PIT,W 2-1,9.0,5,1,1,1,9,0,0,111,71,,,32,30,0,0,0,1,0,0,1,1,1,1,0,1,1.00,0.638,3.147,1.376,1,25914,164
133,2015-09-05,TEX,LAA,W 2-1,9.0,3,1,1,2,7,0,0,129,82,0,0,31,29,0,1,0,0,0,0,0,0,1,0,0,0,1.00,0.638,3.116,1.287,2,39889,165
134,2015-04-08,WSN,NYM,W 2-1,9.0,6,1,1,1,6,0,0,136,91,0,0,33,32,0,0,0,0,0,0,0,1,0,0,0,0,1.00,0.638,3.358,1.404,4,25999,141
135,2015-10-02,LAA,TEX,W 2-1,9.0,3,1,1,3,5,1,0,125,78,0,0,34,31,1,0,0,0,0,0,0,3,1,0,0,0,1.00,0.637,3.601,1.421,5,47219,169
136,2015-07-23,LAD,NYM,W 3-0,9.0,3,0,0,0,11,0,0,104,79,,,29,29,0,0,0,0,0,0,0,0,1,1,0,0,0.00,0.637,3.976,1.391,1,34222,147
137,2015-04-12,HOU,TEX,W 6-4,14.0,9,4,4,7,9,0,0,225,136,3,2,61,49,1,0,0,4,0,1,1,0,0,0,0,1,2.57,0.636,3.155,2.001,8,35276,264
138,2015-08-07,PHI,SDP,W 4-3,12.0,11,3,3,3,12,0,0,189,119,1,0,51,46,1,1,0,2,0,0,0,2,0,0,0,0,2.25,0.635,2.196,1.530,6,31334,253
139,2015-04-06,HOU,CLE,W 2-0,9.0,3,0,0,3,7,0,0,122,81,0,0,32,29,0,0,0,0,0,0,1,0,0,0,0,0,0.00,0.635,4.380,1.345,3,43753,150
140,2015-07-05,CHC,MIA,W 2-0,9.0,5,0,0,1,8,0,0,111,76,1,0,31,30,0,0,0,0,0,0,1,0,0,1,0,0,0.00,0.633,4.148,1.426,3,37764,138
141,2015-06-08,MIL,PIT,W 2-0,9.0,5,0,0,5,12,0,0,146,87,0,0,36,30,1,0,2,0,1,0,1,0,0,0,0,0,0.00,0.633,4.148,1.779,4,18016,187
142,2015-06-03 (2),MIN,BOS,W 2-0,9.0,2,0,0,0,11,0,0,117,82,0,0,29,29,1,0,0,0,0,0,0,0,0,0,0,0,0.00,0.632,4.642,.966,3,33291,135
143,2015-07-19,LAD,WSN,W 5-0,9.0,5,0,0,1,11,0,0,130,83,0,0,31,30,0,0,0,0,0,0,1,0,0,1,0,0,0.00,0.630,4.358,1.045,2,40293,194
144,2015-07-12,OAK,CLE,W 2-0,9.0,2,0,0,1,6,0,0,107,71,,,29,28,0,0,0,0,0,0,1,0,0,0,0,0,0.00,0.630,4.641,1.070,1,20611,145
145,2015-06-06,CLE,BAL,W 2-1,9.0,6,1,1,2,12,1,0,132,86,1,0,32,29,1,0,0,0,1,0,2,0,0,0,0,0,1.00,0.626,3.641,1.481,3,24939,164
146,2015-05-02,DET,KCR,W 2-1,9.0,5,1,1,0,3,1,0,106,75,,,31,31,0,0,0,0,0,0,1,0,1,0,0,0,1.00,0.626,3.510,1.228,1,38692,175
147,2015-04-08,TBR,BAL,W 2-0,9.0,3,0,0,1,13,0,0,142,99,0,0,31,29,1,0,0,1,0,0,1,0,0,0,0,0,0.00,0.626,4.247,1.230,4,13569,180
148,2015-08-27,PIT,MIA,W 2-1,9.0,6,1,1,0,5,0,0,118,79,1,0,32,30,0,0,0,0,1,1,1,0,0,0,0,0,1.00,0.625,3.106,1.634,3,19950,166
149,2015-05-19,SFG,LAD,W 2-0,9.0,7,0,0,5,3,0,0,146,89,5,0,38,33,1,0,0,0,0,0,0,0,1,1,0,1,0.00,0.624,4.057,1.468,5,41392,179
150,2015-08-08,OAK,HOU,W 2-1,9.0,6,1,1,5,5,1,0,133,80,1,0,37,32,1,0,0,0,0,0,1,1,0,0,1,0,1.00,0.621,3.379,1.651,3,25091,171
151,2015-06-24,TBR,TOR,L 0-1,12.0,6,1,1,4,13,1,0,163,98,2,0,45,40,0,0,0,1,0,0,0,4,1,0,0,3,0.75,0.621,4.664,1.929,6,18469,219
152,2015-09-15,COL,LAD,W 5-4,16.0,12,4,4,8,9,0,0,246,151,8,2,63,54,2,0,0,0,0,1,4,0,1,0,0,1,2.25,0.620,3.138,2.347,13,45311,323
153,2015-05-18,CHW,CLE,W 2-1,10.0,4,1,1,2,8,0,0,130,87,0,0,36,32,1,0,0,0,1,1,0,0,0,0,0,0,0.90,0.620,3.663,1.084,3,17712,154
154,2015-07-28,KCR,CLE,W 2-1,9.0,8,1,1,4,7,0,0,136,82,2,0,36,32,1,0,0,0,0,0,1,6,1,0,0,0,1.00,0.617,3.641,1.470,5,18064,160
155,2015-04-22,CIN,MIL,W 2-1,9.0,5,1,1,2,10,0,0,139,97,0,0,34,31,1,0,0,0,1,0,0,0,0,0,2,0,1.00,0.617,3.228,1.436,2,30452,148
156,2015-09-05,LAD,SDP,W 2-0,9.0,3,0,0,4,6,0,0,120,70,0,0,34,28,0,0,0,1,1,0,0,0,0,1,0,0,0.00,0.616,3.897,1.348,3,43536,184
157,2015-06-24,WSN,ATL,W 2-1,11.0,10,1,1,1,6,0,0,147,107,0,0,42,40,1,0,1,0,0,1,1,0,1,0,0,1,0.82,0.616,4.326,1.804,4,36141,190
158,2015-04-13,NYM,PHI,W 2-0,9.0,7,0,0,2,5,0,0,133,81,2,0,34,31,0,0,0,0,1,0,2,0,0,0,0,0,0.00,0.616,3.977,1.464,4,43947,173
159,2015-09-28,SFG,LAD,W 3-2,12.0,9,2,2,2,6,0,0,147,103,6,1,46,42,1,0,0,0,2,0,1,1,0,0,0,0,1.50,0.614,3.408,1.944,6,41341,239
160,2015-09-21 (1),CHW,DET,W 2-0,9.0,1,0,0,0,6,0,0,88,60,,,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.614,4.289,1.011,1,34175,132
161,2015-06-20,CHC,MIN,W 4-1,10.0,7,1,1,5,8,1,0,156,103,1,0,37,32,0,0,0,0,0,0,2,2,1,0,0,0,0.90,0.614,4.011,1.251,6,40066,197
162,2015-09-14,BAL,BOS,W 2-0,9.0,3,0,0,5,10,0,0,147,92,2,0,35,30,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.613,4.510,1.534,5,19666,176
163,2015-05-17,BAL,LAA,W 3-0,9.0,6,0,0,0,9,0,0,108,75,1,0,32,32,1,0,0,0,0,0,1,0,0,0,0,0,0.00,0.613,4.510,1.165,3,41733,140
164,2015-05-03,BAL,TBR,W 4-2,9.0,7,2,2,3,8,1,0,129,89,1,0,36,33,2,0,0,0,0,0,1,0,0,0,0,0,2.00,0.612,2.248,1.064,4,16652,164
165,2015-08-23,PHI,MIA,W 2-0,9.0,3,0,0,2,7,0,0,109,70,0,0,30,28,0,0,0,0,0,0,0,1,2,0,0,0,0.00,0.611,4.106,1.085,2,22693,160
166,2015-08-09,TOR,NYY,W 2-0,9.0,3,0,0,4,9,0,0,123,79,2,0,34,28,0,0,0,1,1,0,1,0,0,0,0,0,0.00,0.611,4.339,1.346,4,42034,179
167,2015-09-21 (2),CHW,DET,W 3-2,9.0,6,2,2,3,13,1,0,153,94,1,0,35,30,1,0,0,0,1,1,0,0,1,0,0,0,2.00,0.610,2.289,1.751,4,28499,175
168,2015-07-28,OAK,LAD,W 2-0,9.0,3,0,0,1,9,0,0,110,81,,,30,29,1,0,0,0,0,0,0,0,1,0,0,0,0.00,0.610,4.016,1.120,1,50182,142
169,2015-09-08,TOR,BOS,W 5-1,10.0,4,1,1,2,9,1,0,132,85,0,0,35,33,2,0,0,0,0,0,0,0,1,0,0,0,0.90,0.609,4.157,1.197,5,33432,203
170,2015-07-25,KCR,HOU,W 2-1,10.0,5,1,1,1,6,0,0,142,97,0,0,34,32,1,0,0,0,0,1,0,0,1,0,0,0,0.90,0.609,4.011,1.350,5,38393,183
171,2015-05-22,WSN,PHI,W 2-1,9.0,6,1,1,1,8,0,0,127,91,0,0,34,33,3,0,0,0,0,0,0,0,0,0,0,0,1.00,0.609,3.358,1.699,2,35893,155
172,2015-04-10,BOS,NYY,W 6-5,19.0,14,5,5,6,13,2,0,296,176,5,1,75,67,4,0,1,1,0,1,1,0,1,2,0,0,2.37,0.609,4.159,2.281,9,41292,409
173,2015-05-23,ATL,MIL,W 3-2,11.0,10,2,2,4,10,0,0,168,107,2,0,44,39,2,0,1,1,0,0,2,0,1,0,1,1,1.64,0.607,2.861,1.547,6,33223,228
174,2015-04-26,MIN,SEA,W 4-2,11.0,6,2,2,4,7,1,0,148,85,1,0,43,37,3,0,1,0,2,0,1,1,0,0,0,1,1.64,0.607,3.031,1.793,4,35242,220
175,2015-08-12,CLE,NYY,W 2-1,9.0,4,1,1,5,11,1,0,134,85,2,0,34,29,1,0,0,0,0,0,2,0,1,0,0,1,1.00,0.606,3.642,1.585,2,18844,174
176,2015-06-28,ATL,PIT,W 2-1,9.0,6,1,1,1,10,0,0,126,84,1,0,34,31,2,0,0,1,1,0,0,1,1,0,0,0,1.00,0.605,3.147,1.464,3,36082,166
