Rk,Date,Tm,Opp,Rslt,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,WPA,RE24,aLI,LOB,#,Attendance,GmLen
1356,2015-09-10,NYM,ATL,W 7-2,42,35,7,10,3,0,0,7,6,1,6,1,0,0,0,2,0,0,0.226,3.025,.658,8,15,22640,185
1357,2015-07-27,STL,CIN,W 4-1,35,31,4,7,2,0,1,4,1,1,9,3,0,0,0,0,0,0,0.226,0.240,1.001,7,12,42553,158
1358,2015-07-05,BAL,CHW,W 9-1,45,38,9,10,3,0,1,9,5,0,11,0,1,1,3,0,2,0,0.226,4.802,.581,9,11,22519,193
1359,2015-06-30,MIL,PHI,W 4-3,40,36,4,10,1,1,0,4,3,0,9,0,1,0,0,0,1,0,0.226,-0.188,1.403,9,17,20564,206
1360,2015-05-21,DET,HOU,W 6-5,44,41,6,13,2,0,2,6,3,0,8,0,0,0,1,2,2,0,0.226,1.235,.963,8,12,33193,220
1361,2015-04-11,CHW,MIN,W 5-4,35,33,5,10,2,0,2,5,1,0,5,1,0,0,1,1,0,0,0.226,1.268,1.408,6,12,22317,174
1362,2015-09-19,NYY,NYM,W 5-0,36,34,5,7,1,1,2,5,2,0,10,0,0,0,0,0,0,0,0.225,1.023,.351,4,20,43630,191
1363,2015-09-04,LAA,TEX,W 5-2,36,30,5,7,2,1,0,5,6,0,5,0,0,0,0,1,0,0,0.225,1.340,.755,7,10,37073,178
1364,2015-08-31,CHC,CIN,L 6-13,37,34,6,9,4,0,2,6,2,0,11,1,0,0,0,0,0,1,0.225,1.854,1.183,4,18,34017,202
1365,2015-08-18,LAA,CHW,W 5-3,32,30,5,5,2,0,2,4,1,0,3,1,0,0,1,0,0,0,0.225,1.340,.434,3,10,37114,149
1366,2015-07-31,PIT,CIN,W 5-4,38,33,5,7,3,0,1,4,4,1,7,1,0,0,0,0,1,0,0.225,0.811,1.302,6,16,35088,194
1367,2015-07-05,TBR,NYY,W 8-1,41,32,8,9,2,1,0,7,5,0,4,1,1,2,1,3,0,0,0.225,3.662,.444,6,11,35050,179
1368,2015-09-18,TOR,BOS,W 6-1,35,31,6,9,2,1,0,5,2,0,6,0,1,1,1,1,0,0,0.224,2.144,.581,5,9,47126,152
1369,2015-08-07,SEA,TEX,W 4-3,34,32,4,10,2,0,3,3,2,0,9,0,0,0,0,1,2,0,0.224,0.340,1.036,6,11,29320,175
1370,2015-06-16,SDP,OAK,L 5-6,35,34,5,9,0,0,2,3,1,0,12,0,0,0,1,1,1,1,0.224,1.104,1.318,3,15,28482,177
1371,2015-04-19,SDP,CHC,W 5-2,38,36,5,10,0,0,2,5,2,0,5,0,0,0,0,0,1,0,0.224,0.851,.995,6,14,29113,171
1372,2015-04-18,OAK,KCR,W 5-0,37,34,5,8,1,0,1,5,2,0,6,1,0,0,0,1,0,0,0.224,0.490,.480,5,9,33151,154
1373,2015-09-18,CIN,MIL,W 5-3,43,34,5,9,3,0,2,5,8,1,9,0,1,0,0,1,0,0,0.223,0.770,.802,11,19,37158,200
1374,2015-09-09,SEA,TEX,W 6-0,35,31,6,9,0,0,2,6,4,0,6,0,0,0,0,2,1,0,0.223,2.339,.457,5,12,14330,146
1375,2015-09-09,TBR,DET,W 8-0,41,37,8,13,3,0,4,8,4,0,7,0,0,0,0,1,0,0,0.223,3.710,.475,6,12,25932,184
1376,2015-08-30,CLE,LAA,W 9-2,39,32,9,10,5,0,1,9,4,2,3,1,2,0,1,0,0,0,0.223,4.874,.604,6,11,22328,160
1377,2015-08-05,BAL,OAK,W 7-3,42,39,7,11,2,0,1,7,2,1,8,1,0,0,0,2,0,0,0.223,2.132,1.578,5,9,20176,213
1378,2015-08-03,ARI,WSN,W 6-4,36,34,6,11,0,0,4,6,0,0,8,0,1,1,0,2,0,0,0.223,1.641,.417,3,14,30888,162
1379,2015-07-06,ATL,MIL,W 5-3,44,40,5,15,4,0,1,5,3,0,7,0,1,0,0,1,0,0,0.223,0.771,.735,12,14,25046,210
1380,2015-06-07,KCR,TEX,W 4-3,35,31,4,9,4,0,1,4,1,1,6,1,0,2,0,0,0,0,0.223,-0.009,.943,7,9,38202,151
1381,2015-05-16,ATL,MIA,W 5-3,38,38,5,13,1,0,1,5,0,0,6,0,0,0,0,1,0,0,0.223,0.893,.618,6,12,18166,179
1382,2015-04-18,PHI,WSN,W 5-3,38,34,5,7,3,0,0,5,4,0,4,0,0,0,1,0,3,0,0.223,0.640,1.153,6,15,35330,176
1383,2015-10-03,KCR,MIN,W 5-1,40,36,5,9,4,1,0,3,3,1,7,0,1,0,2,1,0,0,0.222,0.492,.935,8,10,30181,181
1384,2015-08-19,BOS,CLE,W 6-4,33,31,6,7,1,0,4,6,1,0,10,1,0,0,0,0,0,0,0.222,1.874,.390,3,9,32465,189
1385,2015-08-09,LAD,PIT,L 6-13,42,38,6,14,2,0,1,6,4,1,10,0,0,0,0,2,4,0,0.222,1.851,.697,9,16,37094,219
1386,2015-06-03,PHI,CIN,W 5-4,43,38,5,7,1,0,1,4,4,0,10,0,0,1,1,0,0,0,0.222,0.375,1.515,7,17,21253,211
1387,2015-05-03,DET,KCR,W 6-4,36,35,6,11,2,0,1,5,1,0,5,0,0,0,0,1,0,0,0.222,1.490,.628,3,11,38326,158
1388,2015-08-06,PHI,LAD,L 8-10,41,39,8,12,2,0,1,8,2,0,10,0,0,0,1,0,0,0,0.221,3.811,1.055,6,14,27839,208
1389,2015-05-03,TOR,CLE,L 7-10,42,36,7,10,1,0,2,7,4,0,8,1,1,0,0,1,0,0,0.221,2.359,.977,8,9,16128,186
1390,2015-09-19,CHC,STL,W 5-4,37,31,5,9,1,0,2,5,5,0,11,0,1,0,0,0,1,1,0.219,1.313,.551,8,19,40994,191
1391,2015-09-14,PHI,WSN,L 7-8,47,41,7,9,1,0,3,7,2,0,15,2,2,0,1,0,0,0,0.219,1.880,1.719,7,21,15402,234
1392,2015-09-07,MIN,KCR,W 6-2,44,36,6,10,2,0,1,5,7,0,11,0,0,1,0,0,2,0,0.219,1.489,.916,11,11,36825,182
1393,2015-09-06,CIN,MIL,W 6-3,41,36,6,12,0,0,2,5,4,1,5,1,0,0,2,1,0,1,0.219,2.277,.470,11,16,28027,182
1394,2015-08-10,WSN,LAD,W 8-3,41,37,8,13,3,0,2,8,3,0,10,0,1,0,0,2,1,0,0.219,3.984,.451,6,12,45722,165
1395,2015-08-14,LAD,CIN,W 5-3,36,31,5,11,2,0,1,5,4,0,9,0,0,1,0,0,0,2,0.218,1.431,.856,7,15,43407,159
1396,2015-06-30,LAD,ARI,W 6-4,44,41,6,11,3,0,2,6,3,0,13,0,0,0,0,0,0,0,0.218,1.202,1.333,8,16,22404,249
1397,2015-05-30,WSN,CIN,L 5-8,40,36,5,10,1,0,1,5,2,0,11,2,0,0,0,1,0,0,0.218,0.812,1.091,8,14,36294,188
1398,2015-05-25,BAL,HOU,W 4-3,28,27,4,6,0,0,2,4,1,0,3,0,0,0,0,2,0,0,0.218,-0.009,.988,0,11,28909,140
1399,2015-04-06,KCR,CHW,W 10-1,42,34,10,13,3,0,2,9,5,1,3,2,1,0,0,1,2,0,0.218,5.992,.510,8,9,40085,170
1400,2015-09-29,CHC,CIN,W 4-1,44,33,4,8,1,0,0,4,7,0,12,2,1,1,0,0,0,0,0.217,-0.189,.491,13,15,18168,168
1401,2015-09-10,CIN,STL,W 11-0,43,36,11,13,4,0,2,11,5,0,6,0,0,2,1,0,0,0,0.217,7.277,.497,8,18,16363,196
1402,2015-09-06,LAD,SDP,W 5-1,42,32,5,7,1,0,0,2,7,0,10,2,0,1,1,1,3,1,0.217,1.105,1.226,10,16,37685,212
1403,2015-09-03,MIL,PIT,W 5-3,36,30,5,10,4,1,1,5,5,0,9,0,0,1,0,2,1,0,0.217,1.242,.980,7,15,22424,192
1404,2015-08-26,HOU,NYY,W 6-2,39,34,6,10,1,0,2,5,3,0,8,1,0,1,0,2,2,0,0.217,1.660,.604,6,10,37259,206
1405,2015-08-01,COL,STL,W 6-2,41,36,6,11,3,1,2,6,3,1,7,1,0,1,0,2,0,0,0.217,1.773,.560,8,13,45216,180
1406,2015-07-08,BOS,MIA,W 6-3,32,30,6,5,1,0,1,4,2,0,4,0,0,0,2,1,1,0,0.217,1.873,.628,2,10,37009,161
1407,2015-05-05,CIN,PIT,W 7-1,40,36,7,12,1,0,2,6,3,0,6,0,1,0,0,1,1,1,0.217,2.853,.540,6,13,16822,170
1408,2015-07-07,CIN,WSN,W 5-0,38,35,5,9,2,1,1,5,1,0,7,1,0,1,1,1,1,0,0.216,0.641,.417,6,10,31898,150
1409,2015-10-03 (2),MIA,PHI,W 5-2,39,35,5,11,2,0,0,5,3,0,4,1,0,0,0,2,0,1,0.215,0.812,.691,7,12,16240,155
1410,2015-06-03,OAK,DET,W 6-1,40,32,6,7,3,1,1,6,5,0,1,2,0,1,0,1,0,0,0.215,1.711,.467,7,10,30718,159
1411,2015-05-20,ARI,MIA,W 6-1,42,37,6,11,1,0,0,5,3,0,9,0,1,1,1,0,7,0,0.215,1.892,.523,9,10,17158,156
1412,2015-05-16,WSN,SDP,W 4-1,38,34,4,11,4,0,0,4,3,0,8,0,0,1,1,2,0,2,0.215,0.104,.491,7,13,45282,173
1413,2015-07-27,BOS,CHW,L 8-10,44,40,8,12,3,0,1,7,3,0,5,1,0,0,2,0,0,0,0.214,3.359,1.431,9,11,37401,234
1414,2015-07-23,ARI,MIL,W 8-3,41,36,8,13,3,1,1,7,4,1,16,0,0,1,0,0,1,0,0.214,4.161,.504,9,14,18011,192
1415,2015-07-10,BAL,WSN,W 3-2,36,33,3,9,1,0,2,3,3,0,9,0,0,0,0,1,0,1,0.214,-1.405,1.695,7,10,46289,192
1416,2015-05-06,NYM,BAL,W 5-1,34,30,5,7,0,0,2,5,3,0,7,0,0,1,0,0,0,0,0.214,1.466,.616,5,12,21667,172
1417,2015-04-12,NYM,ATL,W 4-3,40,32,4,9,1,0,1,4,6,1,8,0,1,1,0,2,1,0,0.214,0.024,1.382,9,14,28192,157
1418,2015-04-07,COL,MIL,W 5-2,41,38,5,12,6,0,0,5,2,0,6,0,0,1,0,0,1,0,0.214,0.773,.731,9,14,30222,168
1419,2015-08-17,SDP,ATL,W 5-3,33,28,5,9,1,0,2,5,4,0,4,0,1,0,0,2,0,0,0.213,1.537,.671,4,14,23716,178
1420,2015-08-14,BAL,OAK,W 8-6,55,51,8,16,2,0,3,8,2,0,10,1,0,1,0,1,0,0,0.213,1.750,1.638,10,10,36784,267
1421,2015-08-04,CHC,PIT,W 5-0,47,41,5,15,5,0,0,5,5,1,14,1,0,0,0,0,0,0,0.213,0.851,.615,15,12,34993,195
1422,2015-06-27,MIN,MIL,W 5-2,35,31,5,7,1,0,3,5,4,0,4,0,0,0,0,1,1,2,0.213,0.772,.697,3,13,39977,167
1423,2015-05-18,LAA,TOR,L 6-10,40,39,6,12,3,0,3,5,1,0,10,0,0,0,0,0,0,0,0.213,1.661,.851,7,10,29306,208
1424,2015-08-23,CLE,NYY,W 4-3,42,32,4,9,1,1,2,4,10,1,6,0,0,0,1,3,0,1,0.212,-0.340,1.032,11,11,46945,217
1425,2015-08-08,WSN,COL,W 6-1,38,32,6,11,2,0,0,5,6,0,4,0,0,0,1,4,1,0,0.212,2.126,.569,8,12,37115,158
1426,2015-06-10,CIN,PHI,W 5-2,36,35,5,11,1,0,1,5,1,0,7,0,0,0,0,0,0,0,0.212,1.277,.553,7,15,32994,168
1427,2015-04-15,MIA,ATL,W 6-2,36,30,6,8,2,0,2,6,4,0,5,0,1,1,0,2,0,1,0.212,2.023,.566,3,12,18342,145
1428,2015-09-04,WSN,ATL,W 5-2,41,34,5,11,1,0,2,5,5,1,7,0,2,0,1,2,0,0,0.211,0.641,2.136,9,19,23536,203
1429,2015-09-01,MIA,ATL,W 7-1,41,38,7,11,2,0,1,7,3,0,9,0,0,0,0,0,2,0,0.211,3.025,.569,7,13,16386,167
1430,2015-08-24,BOS,CHW,W 5-4,41,36,5,11,2,0,1,5,3,0,11,2,0,0,0,0,2,0,0.211,0.802,.548,9,10,18051,190
1431,2015-08-14,HOU,DET,W 5-1,35,30,5,8,3,1,0,5,4,0,6,0,1,0,0,1,3,0,0.211,1.106,1.016,6,11,33212,190
1432,2015-06-23,CHW,MIN,W 6-2,44,41,6,15,6,0,0,5,3,0,5,0,0,0,0,0,0,0,0.211,1.490,1.164,11,10,27349,177
1433,2015-06-16,CLE,CHC,W 6-0,43,35,6,9,2,0,1,6,8,1,7,0,0,0,0,0,3,1,0.211,1.853,.455,10,13,35914,188
1434,2015-06-10,ARI,LAD,L 6-7,41,36,6,11,1,0,3,6,2,0,5,1,1,1,1,1,1,0,0.211,1.984,1.470,8,15,47174,215
1435,2015-05-21,ATL,MIL,W 10-1,40,36,10,11,3,0,0,8,3,0,4,1,0,0,1,0,1,0,0.211,6.466,.882,6,13,18239,169
1436,2015-04-20,CHC,PIT,W 5-2,41,37,5,14,2,0,0,4,3,0,3,1,0,0,0,2,2,0,0.211,0.852,1.072,9,13,11777,193
1437,2015-04-11,TEX,HOU,W 6-2,39,33,6,9,4,1,0,4,4,1,4,1,1,0,1,0,1,0,0.211,1.910,.740,9,10,36833,198
1438,2015-08-27,STL,ARI,W 5-3,40,33,5,8,2,0,2,5,6,1,6,0,1,0,0,1,0,1,0.210,0.681,.942,8,17,22036,204
1439,2015-08-01,SDP,MIA,W 5-3,37,33,5,9,2,1,0,4,0,0,3,1,1,2,0,0,0,0,0.210,0.894,.515,5,15,21614,151
1440,2015-07-25,CIN,COL,W 5-2,37,37,5,12,0,0,1,5,0,0,9,0,0,0,1,2,1,1,0.210,0.006,.523,5,12,41998,167
1441,2015-05-11,BAL,TOR,W 5-2,35,31,5,8,0,0,3,5,2,0,9,1,0,1,1,0,0,1,0.210,0.993,.491,6,10,20468,163
1442,2015-09-27,LAA,SEA,W 3-2,31,29,3,9,1,0,1,3,0,0,2,0,2,0,0,2,0,0,0.209,-0.659,1.076,4,14,35243,154
1443,2015-07-09,SEA,LAA,W 7-2,42,37,7,19,2,0,1,7,2,0,3,0,1,2,0,1,0,0,0.209,3.342,.484,11,10,28131,194
1444,2015-04-18,SFG,ARI,W 4-1,39,37,4,12,1,0,1,4,2,0,7,0,0,0,1,0,0,0,0.209,0.395,.552,11,14,41756,158
1445,2015-07-29,TEX,NYY,W 5-2,38,33,5,11,1,0,0,4,4,0,8,0,1,0,2,1,0,0,0.208,0.910,.970,9,10,31658,189
1446,2015-07-28,MIL,SFG,W 5-2,36,34,5,9,3,2,0,5,0,0,6,0,0,2,0,0,0,0,0.208,0.943,.507,4,13,42743,158
1447,2015-07-02,CHC,NYM,W 6-1,40,34,6,8,0,0,2,6,5,1,5,0,1,0,0,0,1,0,0.208,2.023,.779,7,10,27207,161
1448,2015-05-24,MIA,BAL,W 5-2,37,33,5,11,1,0,1,5,3,1,6,0,1,0,0,1,0,0,0.208,1.350,.707,8,14,23834,180
1449,2015-04-22,TOR,BAL,W 4-2,35,32,4,9,1,0,2,4,3,0,9,0,0,0,1,1,2,1,0.208,0.143,.935,7,9,15606,156
1450,2015-04-15,HOU,OAK,W 6-1,32,30,6,8,2,1,3,6,2,0,11,0,0,0,0,0,1,0,0.208,2.107,.464,2,9,19777,162
1451,2015-10-02,CHC,MIL,W 6-1,41,36,6,10,5,0,1,6,4,1,9,1,0,0,1,2,0,0,0.207,1.772,.641,8,16,30044,181
1452,2015-07-17,NYY,SEA,W 4-3,37,31,4,8,1,0,2,4,5,0,12,0,0,0,0,1,0,0,0.207,0.142,1.142,9,11,47086,163
1453,2015-06-26,KCR,OAK,W 5-2,40,36,5,11,1,0,2,4,4,0,7,0,0,0,0,2,1,0,0.207,0.619,.556,8,9,27365,171
1454,2015-06-25,LAD,CHC,W 4-0,37,31,4,6,1,2,0,4,6,0,9,0,0,0,0,0,0,1,0.207,-0.148,.513,6,16,41498,177
1455,2015-05-06,DET,CHW,L 6-7,45,34,6,11,1,1,1,6,8,0,11,1,1,1,0,1,0,0,0.207,1.802,1.271,12,10,18268,221
1456,2015-09-09,BAL,NYY,W 5-3,42,33,5,7,2,0,1,3,6,1,8,1,2,0,1,0,0,0,0.206,0.660,1.379,10,9,30038,181
1457,2015-08-31,TBR,BAL,W 6-3,37,35,6,10,2,1,3,5,1,0,7,0,0,1,0,1,0,0,0.206,1.491,.437,4,10,19841,183
1458,2015-07-26,NYM,LAD,W 3-2,40,32,3,6,1,0,0,3,5,2,7,2,1,0,0,1,1,0,0.206,-0.571,1.316,9,13,36093,207
1459,2015-07-08,NYY,OAK,W 5-4,36,31,5,9,1,0,3,5,4,1,8,0,0,1,1,1,1,0,0.206,1.144,.911,7,10,41626,189
1460,2015-09-17,BAL,TBR,W 4-3,35,34,4,7,1,0,0,4,1,1,11,0,0,0,0,0,0,0,0.205,-0.246,1.392,4,12,9617,176
1461,2015-07-25,BAL,TBR,W 5-1,34,34,5,7,1,1,1,4,0,0,3,0,0,0,1,1,0,0,0.205,0.752,.512,2,9,24327,141
1462,2015-07-11,MIL,LAD,W 7-1,42,36,7,12,6,0,1,7,5,2,6,0,1,0,0,1,0,0,0.205,2.984,.651,8,9,49081,176
1463,2015-07-10,LAD,MIL,W 3-2,33,29,3,5,1,0,0,3,3,0,9,1,0,0,1,1,2,0,0.205,-0.570,1.280,6,15,44200,155
1464,2015-07-04,CHW,BAL,W 3-2,37,33,3,11,3,1,0,3,2,0,8,0,1,1,0,1,1,0,0.205,-0.732,1.060,10,12,22559,173
1465,2015-06-09,DET,CHC,W 6-0,37,35,6,13,4,1,0,6,2,0,10,0,0,0,0,0,0,1,0.205,2.188,.516,7,9,33301,173
1466,2015-05-12,LAA,COL,W 5-2,36,34,5,10,4,0,0,5,1,0,7,1,0,0,0,0,1,0,0.205,1.340,1.325,7,11,28150,164
1467,2015-04-25,LAA,TEX,W 4-1,34,29,4,8,0,0,0,4,4,0,5,1,0,0,0,0,0,0,0.205,0.340,1.211,6,11,38016,190
1468,2015-04-08,CIN,PIT,W 5-4,47,42,5,11,1,0,1,4,3,0,14,1,1,0,1,1,4,0,0.205,0.298,1.655,10,17,30859,241
1469,2015-08-10,CHW,LAA,W 8-2,37,35,8,13,1,0,3,8,0,0,5,1,0,1,0,0,1,0,0.204,4.269,.411,5,9,20036,165
1470,2015-05-29,CHW,HOU,W 6-3,50,41,6,9,2,0,1,5,6,0,13,2,0,1,0,0,0,1,0.204,0.648,1.604,11,12,25957,248
1471,2015-04-12,CHW,MIN,W 6-2,37,37,6,12,1,0,2,6,0,0,7,0,0,0,2,0,1,0,0.204,2.268,.646,7,10,23057,176
1472,2015-09-05 (2),MIL,CIN,W 7-3,40,37,7,11,0,0,2,7,3,0,6,0,0,0,0,0,0,1,0.203,2.811,.796,6,16,29842,191
1473,2015-05-24,STL,KCR,W 6-1,39,36,6,10,3,0,1,6,3,0,10,0,0,0,0,0,0,0,0.203,1.489,.527,6,9,36342,160
1474,2015-04-22,SFG,LAD,W 3-2,34,28,3,5,0,0,0,3,3,0,11,1,1,1,0,0,0,1,0.203,-0.648,1.306,5,15,42259,196
1475,2015-10-02,OAK,SEA,W 4-2,37,37,4,11,2,0,1,3,0,0,10,0,0,0,0,1,0,0,0.202,-0.116,1.086,6,9,26130,165
1476,2015-09-25,CHW,NYY,W 5-2,39,35,5,9,1,0,2,5,3,1,6,1,0,0,1,1,1,0,0.202,0.661,.823,7,10,37316,190
1477,2015-09-22,TBR,BOS,W 5-2,36,31,5,8,2,0,1,4,2,0,7,1,0,2,0,2,0,0,0.202,0.358,1.125,4,9,33673,163
1478,2015-08-12,STL,PIT,W 4-2,35,33,4,9,1,1,0,3,2,0,10,0,0,0,1,1,1,0,0.202,0.241,.900,7,13,41493,169
1479,2015-05-15,DET,STL,W 10-4,46,42,10,17,3,1,3,10,3,0,12,0,0,1,0,1,1,0,0.202,5.772,.599,9,18,45601,206
1480,2015-05-07,STL,CHC,W 5-1,34,33,5,10,2,1,0,3,1,1,10,0,0,0,0,0,1,0,0.202,1.241,.575,5,12,44472,173
1481,2015-05-06,TBR,BOS,W 5-3,43,32,5,9,3,0,2,5,9,0,3,1,1,0,0,2,0,1,0.202,0.358,1.180,11,10,35060,202
1482,2015-09-09,PIT,CIN,W 5-4,36,31,5,7,1,0,1,5,3,0,5,0,1,1,0,1,1,0,0.201,0.812,.963,4,15,19620,184
1483,2015-08-04,NYM,MIA,W 5-1,41,39,5,12,2,1,0,5,2,0,8,0,0,0,0,0,0,0,0.201,0.894,1.349,9,12,23822,188
1484,2015-07-08,DET,SEA,W 5-4,38,33,5,11,3,0,1,5,3,0,7,1,0,1,0,1,0,1,0.201,0.883,1.172,6,12,26488,208
1485,2015-04-06,OAK,TEX,W 8-0,41,37,8,11,3,1,2,7,4,0,9,0,0,0,1,0,0,0,0.201,4.106,.432,9,9,36067,165
1486,2015-05-27,NYY,KCR,W 4-2,36,33,4,9,2,0,2,4,3,0,9,0,0,0,0,0,0,0,0.200,0.143,.591,8,10,32734,162
1487,2015-05-04,PHI,ATL,W 5-2,42,37,5,14,2,1,0,5,3,0,5,1,1,0,0,2,0,1,0.200,1.023,.655,10,13,17293,188
1488,2015-04-10,PHI,WSN,W 4-1,34,27,4,7,2,0,0,4,4,0,5,2,0,1,0,1,0,1,0.200,0.278,1.384,6,14,19047,150
1489,2015-08-18,PHI,TOR,L 5-8,37,34,5,11,1,1,1,4,2,1,7,0,1,0,0,2,0,1,0.199,0.812,1.098,5,17,26547,190
1490,2015-08-13,TOR,OAK,W 4-2,29,29,4,6,0,0,1,4,0,0,11,0,0,0,0,1,0,0,0.199,0.142,.457,1,9,46902,145
1491,2015-08-09,SEA,TEX,W 4-2,30,28,4,5,0,0,2,4,1,0,6,0,1,0,1,0,1,0,0.199,0.340,.738,2,11,29939,154
1492,2015-08-04,PHI,LAD,W 6-2,37,34,6,10,2,0,1,6,3,1,10,0,0,0,1,1,1,0,0.199,2.275,1.215,7,15,28733,211
1493,2015-07-29,TOR,PHI,W 8-2,40,36,8,16,4,0,1,8,1,0,4,0,1,2,1,2,0,0,0.199,4.142,.524,8,10,27060,157
1494,2015-07-09,COL,ATL,W 5-3,40,37,5,16,6,0,1,5,2,1,7,0,0,1,0,2,0,0,0.199,0.561,.659,11,19,30334,193
1495,2015-06-30,SEA,SDP,W 5-0,35,34,5,7,0,1,2,4,1,0,8,0,0,0,1,0,0,0,0.199,1.105,.482,3,11,30368,143
1496,2015-06-24,LAD,CHC,W 5-2,34,33,5,7,2,0,2,5,1,0,10,0,0,0,0,1,0,0,0.199,0.852,.503,2,16,36653,192
1497,2015-06-24,STL,MIA,W 6-1,34,32,6,7,0,0,2,6,2,0,4,0,0,0,0,0,0,0,0.199,1.894,.593,1,11,18492,151
1498,2015-06-05,BAL,CLE,W 5-2,36,34,5,11,1,1,1,5,1,0,7,0,0,1,0,2,0,1,0.199,0.359,.843,4,9,26070,168
1499,2015-05-20,KCR,CIN,W 7-1,35,31,7,10,2,0,0,6,1,0,2,1,0,2,0,1,2,0,0.199,2.991,.473,4,9,30450,164
1500,2015-05-17,KCR,NYY,W 6-0,35,30,6,7,2,0,1,6,4,0,8,0,0,1,1,1,0,0,0.199,1.990,.497,5,9,31251,183
1501,2015-04-30,TOR,CLE,W 5-1,37,31,5,7,3,0,0,5,5,0,4,0,1,0,0,1,0,0,0.199,0.358,.527,5,10,9798,166
1502,2015-04-27,COL,ARI,W 5-4,38,32,5,11,1,0,1,5,5,1,5,0,0,1,0,3,0,1,0.199,0.681,.628,6,14,17444,209
1503,2015-09-17,TOR,ATL,W 5-0,40,36,5,10,1,0,3,5,4,0,4,0,0,0,0,1,0,0,0.198,1.023,.610,8,12,19367,156
1504,2015-07-26,BAL,TBR,W 5-2,38,35,5,10,1,0,1,5,2,1,10,1,0,0,0,1,0,0,0.198,0.751,.550,6,9,18613,163
1505,2015-07-22 (2),CHC,CIN,W 6-5,43,38,6,12,5,0,0,6,4,2,9,1,0,0,0,0,4,0,0.198,1.810,1.813,10,19,39183,219
1506,2015-07-21,TOR,OAK,W 7-1,41,36,7,10,3,0,3,7,5,0,7,0,0,0,0,0,2,1,0.198,2.620,.468,7,9,19364,158
1507,2015-06-24,MIN,CHW,W 6-1,35,33,6,11,4,0,0,5,1,0,10,0,0,1,1,1,0,0,0.198,1.992,.684,5,9,28854,139
1508,2015-05-22,TBR,OAK,W 5-2,37,33,5,12,1,1,3,5,3,0,5,0,1,0,1,1,2,0,0.198,1.225,1.001,8,11,12329,185
1509,2015-05-05,KCR,CLE,W 5-3,32,29,5,6,0,2,1,5,1,0,9,1,1,0,0,0,0,0,0.198,0.991,.749,3,9,29099,146
1510,2015-04-18,ATL,TOR,L 5-6,42,37,5,9,0,0,3,5,4,0,10,0,0,1,0,0,0,1,0.198,0.178,1.080,7,11,34743,161
1511,2015-04-11,BOS,NYY,W 8-4,42,37,8,9,3,0,0,8,5,0,3,0,0,0,2,2,2,0,0.198,3.662,.818,7,9,46678,193
1512,2015-10-03 (1),PHI,MIA,L 6-7,41,34,6,9,2,2,1,6,6,0,11,0,0,1,1,1,3,1,0.197,1.811,1.394,8,16,0,199
1513,2015-08-30,COL,PIT,W 5-0,38,35,5,7,1,1,0,3,3,2,11,0,0,0,2,1,1,0,0.197,0.851,.559,6,15,36271,175
1514,2015-08-26,SDP,WSN,W 6-5,38,34,6,10,1,0,2,6,2,0,11,0,1,1,1,0,0,1,0.197,1.641,.740,5,15,29332,187
1515,2015-07-17 (1),KCR,CHW,W 4-2,35,31,4,7,2,0,2,3,4,0,4,0,0,0,0,2,1,1,0.196,-0.197,.881,4,9,25807,164
1516,2015-09-08,SDP,COL,W 2-1,36,30,2,7,3,0,1,2,4,0,8,0,2,0,0,1,0,0,0.195,-1.432,1.206,9,14,19112,160
1517,2015-08-15,BAL,OAK,W 4-3,31,29,4,6,0,0,3,4,1,0,6,1,0,0,0,2,0,0,0.195,-0.405,1.151,1,9,44028,145
1518,2015-05-10,SEA,OAK,W 4-3,34,29,4,5,3,0,0,4,4,0,7,0,0,1,1,0,0,0,0.195,0.341,.820,6,10,42831,156
1519,2015-05-01,KCR,DET,W 4-1,35,33,4,10,3,0,0,4,2,0,2,0,0,0,0,0,1,1,0.195,-0.011,.402,7,9,38186,167
1520,2015-04-11,ARI,LAD,W 6-0,35,32,6,10,0,0,1,6,3,0,7,0,0,0,0,1,0,2,0.195,2.161,.721,5,11,37636,156
1521,2015-08-23,NYM,COL,W 5-1,39,34,5,8,3,0,0,3,3,0,11,2,0,0,0,1,1,0,0.194,0.006,.562,7,12,33200,162
1522,2015-08-11,LAD,WSN,W 5-0,35,29,5,6,0,2,1,5,6,0,4,0,0,0,0,0,0,0,0.194,1.429,.748,6,12,49384,178
1523,2015-08-05,SFG,ATL,W 6-1,41,38,6,12,2,0,0,6,2,0,4,1,0,0,0,1,0,0,0.194,2.023,.487,8,11,17444,172
1524,2015-06-11,SDP,ATL,W 6-4,47,38,6,7,0,0,0,5,7,0,12,1,0,0,0,2,1,0,0.194,1.140,2.111,8,17,25759,222
1525,2015-05-11,CHW,MIL,L 7-10,41,40,7,14,2,0,1,7,1,0,7,0,0,0,2,3,0,0,0.194,2.771,1.134,7,17,29886,189
1526,2015-04-25,DET,CLE,W 4-1,39,32,4,8,1,0,0,4,7,3,10,0,0,0,1,1,5,0,0.194,0.187,.667,11,10,35473,178
1527,2015-04-24,HOU,OAK,W 5-4,49,41,5,11,2,0,0,5,7,2,10,0,1,0,0,0,0,1,0.194,-0.353,1.682,11,10,18205,216
